POI_ID,STREET_NAME,HOUSE_NUMBER,POSTAL_CODE,LAT,LON
1131737496,Schloßbezirk,,76131,49.01172,8.40425
1165776897,Kanalweg,,76149,49.03296,8.39355
1070447702,Durlacher Allee,,76139,49.00516,8.44648
1164810655,Kaiserstraße,76,76133,49.00963,8.40371
1039210454,Hardtstraße,37,76185,49.01341,8.35908
1017027838,Hinterm Hauptbahnhof,,76137,48.99273,8.40417
1115829168,Rhode-Island-Allee,4,76149,49.0209,8.38655
800761983,Karlstraße,46,76133,49.00511,8.39449
1137449870,Zirkel,27,76131,49.01064,8.40138
1039210499,Karlstraße,95,76137,48.99864,8.39387
1017555765,,,76131,49.01092,8.40451
1148922680,Augustastraße,3,76137,49.00184,8.39355
1178851632,Karlstraße,115,76137,48.99699,8.39374
1104074253,Kreuzstraße,26,76133,49.00663,8.40584
1108687028,Kaiserallee,65,76133,49.01085,8.37524
1039243142,Sophienstraße,64,76133,49.00764,8.38751
57568148,Südendstraße,32,76137,48.99862,8.38932
57565931,Gottesauer Straße,6,76131,49.00833,8.41715
1039815630,Werderstraße,52,76137,49.00146,8.40789
1112532962,Ritterstraße,20,76133,49.0074,8.39945
50605663,Bahnhofplatz,14,76137,48.99419,8.39841
800759356,Herrenstraße,23,76133,49.0093,8.39893
1131731035,,,76133,49.01315,8.39002
50611580,Festplatz,9,76137,49.00324,8.40193
1070063449,Ettlinger Straße,,76137,49.00494,8.40332
1112142132,Neureuter Straße,8,76185,49.01874,8.35673
801781055,Südliche Hildapromenade,,76133,49.01218,8.3839
50610211,,,76137,48.99211,8.40119
50612649,Stephanienstraße,19,76133,49.01221,8.39633
800067274,Weinweg,22,76131,49.00806,8.44297
1005358209,Bahnhofplatz,,76137,48.99449,8.4016
1110490835,Kaiserstraße,223,76133,49.01007,8.39328
1031198220,Bachstraße,30,76185,49.01227,8.36811
1174482131,Daxlander Straße,,76185,49.00709,8.3436
1178850593,Thomas-Mann-Straße,3,76189,48.99803,8.34213
1148921787,Waldstraße,24,76133,49.01042,8.39823
1017619246,Schloßbezirk,3,76131,49.01232,8.40154
1192925427,Rüppurrer Straße,94,76137,48.99736,8.41078
57568151,Moltkestraße,90,76185,49.01521,8.37482
50603823,Wilhelm-Baur-Straße,3,76135,49.00496,8.36842
801780835,Essenweinstraße,7,76131,49.01014,8.42455
1148730267,Schwarzwaldstraße,92,76137,48.99192,8.40283
898113202,Durlacher Allee,23,76131,49.00789,8.42344
1178852615,Bürgerstraße,16,76133,49.00796,8.39574
801780825,Yorckstraße,29,76185,49.00879,8.37364
57561544,Karlstraße,100,76137,48.99935,8.39391
1108686615,Kreuzstraße,19,76133,49.0069,8.40579
1108687027,Sophienstraße,68,76133,49.00769,8.38666
1070067519,Eckenerstraße,,76185,49.00522,8.34962
1001361208,Bahnhofplatz,,76137,48.99453,8.4016
57541650,Bahnhofplatz,1,76137,48.99443,8.40134
1164873751,Kaiserstraße,94,76133,49.00974,8.40102
1110559607,Karlstraße,63,76137,49.002,8.39444
1178850841,Turnerstraße,44,76189,49.00292,8.33605
1193015024,Lameystraße,9,76185,49.01127,8.35718
50611596,Festplatz,9,76137,49.00324,8.40193
1193011991,Rintheimer Straße,2,76131,49.01082,8.42356
50605156,Bahnhofplatz,6,76137,48.99475,8.40041
1005231357,Marie-Alexandra-Straße,58,76135,48.99301,8.387
1132530214,Karlstraße,42,76133,49.00627,8.39459
50604137,Ettlinger Straße,23,76137,49.00012,8.40321
1039243171,Rheinstraße,38,76185,49.01158,8.35925
1178852696,Kaiserstraße,18,76133,49.00937,8.40934
1115829856,Bahnhofplatz,1,76137,48.99443,8.40134
1110490829,Mannheimer Straße,51,76131,49.01703,8.44445
800761157,Beiertheimer Allee,16,76137,49.00156,8.39765
1108705478,Fritz-Erler-Straße,13,76133,49.00738,8.41021
1058544173,Beiertheimer Allee,15,76137,49.00248,8.3988
898522345,Am Entenfang,1,76185,49.01082,8.35999
1011545178,Kaiserstraße,143,76133,49.00961,8.40313
1108686629,Nuitsstraße,12,76185,49.01236,8.36255
1141613037,Sophienstraße,135,76135,49.00794,8.37783
1108686632,Karlstraße,114,76137,48.99864,8.39383
1161449916,Ettlinger-Tor-Platz,1,76133,49.00564,8.40332
1115829338,Landauer Straße,10,76185,49.03073,8.36696
1126266704,Schwindstraße,10,76135,49.0035,8.38166
50613047,Ständehausstraße,4,76133,49.00875,8.3999
1148918229,Kaiserstraße,241,76133,49.01019,8.39063
50603872,Akademiestraße,26,76133,49.01128,8.39654
1148921786,Hirschstraße,87,76137,49.00111,8.39083
57566306,Mendelssohnplatz,,76131,49.00591,8.4109
1017890557,Waldstraße,13,76133,49.01095,8.39925
1141613338,Gottesauer Straße,6,76131,49.00833,8.41715
800748563,Akademiestraße,38,76133,49.01083,8.39423
1058556668,Bahnhofstraße,4,76137,49.00055,8.39476
1131723600,Kriegsstraße,,76185,49.00528,8.36756
1005224188,Erzbergerstraße,131,76149,49.02783,8.38615
1024643681,Kaiserstraße,129,76133,49.00947,8.40569
800760008,Kaiserstraße,129,76133,49.00947,8.40566
1166357600,Ebertstraße,,76135,48.99522,8.38512
1108686994,Blumenstraße,19,76133,49.00828,8.39659
844320886,Durlacher Allee,111,76139,49.00501,8.44638
1039815345,Südendstraße,39,76137,48.99862,8.38753
57569331,Am Entenfang,1,76185,49.01075,8.35989
1039782020,Striederstraße,21,76131,49.0105,8.43689
800056132,Ettlinger-Tor-Platz,1,76133,49.00564,8.40332
1108687008,Herrenstraße,29,76133,49.00829,8.3977
1039814526,Ohiostraße,15,76149,49.0326,8.39399
1111956099,Kaiserstraße,146,76133,49.01005,8.39469
1178850682,Eichelbergstraße,19,76189,48.99681,8.34869
1148414183,Kaiserstraße,217,76133,49.01001,8.39462
1178851683,Rhode-Island-Allee,1,76149,49.02076,8.3854
50610356,Zähringerstraße,,76133,49.00913,8.40107
1132034813,Georg-Friedrich-Straße,11,76131,49.00918,8.42366
1039893026,Hardtstraße,3,76185,49.01067,8.35572
1193012136,Ettlinger-Tor-Platz,1,76133,49.00578,8.40339
1031198232,Kreuzelbergstraße,74,76189,48.99105,8.3541
1108536636,Neureuter Straße,3,76185,49.0176,8.35419
1131727372,Hohenzollernstraße,,76135,48.99394,8.38633
50605872,Rudolfstraße,31,76131,49.00835,8.42209
1039782038,Südbeckenstraße,22,76189,49.01322,8.33071
50609421,,,76189,49.00491,8.32228
1108686584,Amalienstraße,49,76133,49.00884,8.3919
1017890531,Herrenstraße,2,76133,49.01069,8.40049
1039893030,Bertholdstraße,1,76131,49.00915,8.41898
1164919039,Carl-Metz-Straße,7,76185,49.01163,8.35214
1005358208,Bahnhofplatz,1,76137,48.99449,8.4016
1174487442,,,76135,49.00331,8.386
1039266218,Wilhelmstraße,75,76137,48.99879,8.40586
1164793238,Kaiserstraße,135,76133,49.00951,8.40491
1178852202,Stresemannstraße,12,76187,49.02563,8.37444
1192103983,Wattstraße,14,76185,49.03312,8.35929
1164959247,Bahnhofplatz,1,76137,48.99443,8.40134
50610478,Baumeisterstraße,9,76137,49.00429,8.40527
1039814532,Theodor-Rehbock-Straße,11,76131,49.00919,8.4381
997869581,Wattstraße,6,76185,49.03247,8.35896
801782277,Holländerstraße,1,76189,49.00455,8.33236
1132504359,Ettlinger-Tor-Platz,1,76133,49.00564,8.40312
1070067171,Kaiserallee,,76133,49.01038,8.38695
800756246,Herrenstraße,22,76133,49.00935,8.39892
57564425,Lorenzstraße,19,76135,49.00128,8.38308
1039266247,Douglasstraße,24,76133,49.00939,8.3934
57556289,Hardeckstraße,16,76185,48.99617,8.36071
1104115629,Amalienstraße,30,76133,49.00893,8.39176
1194476684,Willy-Andreas-Allee,,76131,49.01754,8.39333
1058541582,Siemensallee,25,76185,49.02136,8.36146
1108686601,Waldstraße,93,76133,49.00699,8.39236
1193011906,Fritz-Erler-Straße,1,76133,49.00909,8.41026
1039892868,Hopfenstraße,18,76185,48.99881,8.35437
1192313125,Schwarzwaldstraße,92,76137,48.99192,8.40283
1112455259,Kaiserallee,58,76185,49.01136,8.36756
1137720874,Ritterstraße,19,76137,49.0039,8.39808
1104303596,Kaiserstraße,122,76133,49.0099,8.39788
50605272,Amalienstraße,3,76133,49.00739,8.39607
1005224459,Moltkestraße,31,76133,49.01473,8.38521
1005153891,Hermann-Veit-Straße,7,76135,48.99707,8.37751
1070464354,Kaiserstraße,217,76133,49.01001,8.39462
1039243404,Bonner Straße,25,76185,49.02561,8.36094
50605241,Luisenstraße,38,76137,49.00078,8.40793
1070067524,Thomas-Mann-Straße,,76189,48.99853,8.34079
1039893527,Tullastraße,57,76131,49.00972,8.43198
1058544175,Turnerstraße,11,76189,49.00369,8.33432
1039892867,Marie-Alexandra-Straße,51,76135,48.99298,8.38684
1017890491,Kaiserallee,61,76133,49.01075,8.37612
1131730989,,,76137,48.99997,8.40403
1039321041,Pulverhausstraße,42,76135,48.99049,8.37234
1193016363,Scheffelstraße,55,76135,49.00631,8.38176
1010054596,,,76137,48.99217,8.40211
1017890543,Karlstraße,52,76133,49.00386,8.39439
1039266246,Theodor-Rehbock-Straße,11,76131,49.00919,8.4381
1096899559,Weinweg,22,76131,49.00806,8.44297
50610210,,,76137,48.9923,8.40236
57540958,Kaiserallee,69,76133,49.01086,8.37495
1039211649,Kaiserstraße,185,76133,49.00982,8.39874
1112142129,Bahnhofplatz,8,76137,48.99458,8.3997
1070066401,Kaiserstraße,,76133,49.00974,8.40035
1024168213,Durlacher Allee,,76139,49.00484,8.44622
1164125662,Kriegsstraße,100,76133,49.00561,8.4049
50605089,Bürgerstraße,4,76133,49.00859,8.39664
801782276,Moltkestraße,38,76133,49.01477,8.38517
1112140396,Hardtstraße,58,76185,49.01427,8.36
1174515920,Brauerstraße,,76135,48.99882,8.38609
1108687031,Kaiserallee,5,76133,49.01037,8.38626
1174481892,Karlstraße,,76133,49.01082,8.39512
51773931,Am Wald,3,76149,49.03231,8.38826
1132504375,Ettlinger-Tor-Platz,1,76133,49.00564,8.40312
1122851135,Rüppurrer Straße,136,76137,48.99587,8.40457
1108686611,Herrenstraße,66,76133,49.00652,8.39551
1039212962,Gartenstraße,26,76133,49.00455,8.3937
800056134,Ettlinger-Tor-Platz,1,76133,49.00564,8.40332
1132232885,Rheinstraße,10,76185,49.0115,8.36414
1070075896,Am Mühlburger Bahnhof,,76189,49.01447,8.35174
800760880,Waldstraße,87,76133,49.00721,8.39274
1178852165,Blücherstraße,1,76185,49.01491,8.37513
1104303592,Kaiserstraße,108,76133,49.00984,8.39901
1112142142,Rheinstraße,125,76185,49.01561,8.35416
1166357601,Ebertstraße,,76135,48.99486,8.38955
929488844,Kußmaulstraße,15,76187,49.0199,8.36767
898513834,Bonner Straße,22,76185,49.02506,8.36056
50615119,Schenkenburgstraße,1,76135,48.99206,8.37237
1039243156,Am Künstlerhaus,53,76131,49.00784,8.41363
1140564073,Ettlinger Straße,6,76137,48.99901,8.40336
1132504729,Ettlinger-Tor-Platz,1,76133,49.00564,8.40312
1142150547,Georg-Friedrich-Straße,3,76131,49.01035,8.4234
1132034539,Augartenstraße,3,76137,48.99923,8.40499
50612543,Schloßbezirk,,76131,49.01355,8.40514
1193018635,Wilhelmstraße,45,76137,49.00089,8.40572
1058701749,Rhode-Island-Allee,,76149,49.02076,8.3854
1070091403,Durlacher Allee,,76137,49.0045,8.4413
1103751173,Lorbeerweg,1,76149,49.03723,8.39246
1192312203,Ludwig-Erhard-Allee,,76137,49.00395,8.42002
800765325,Englerstraße,12,76131,49.01053,8.41112
57568336,Im Husarenlager,12,76187,49.03408,8.35712
801780845,Rheinstraße,2,76185,49.01148,8.3649
1193012063,Hans-Thoma-Straße,3,76133,49.01178,8.39933
1058541576,Stephanienstraße,66,76133,49.01127,8.3918
50606144,Hansastraße,13,76189,49.00927,8.33366
1104303593,Kaiserstraße,104,76133,49.00983,8.3993
1058326211,Kaiserstraße,135,76133,49.00951,8.40491
1070085021,,,76187,49.03362,8.37644
800766030,Blumenstraße,25,76133,49.00856,8.39605
1131730987,Stuttgarter Straße,59,76137,49.00183,8.42304
1164824937,Rheinstraße,57,76185,49.01139,8.35958
1108686999,Sophienstraße,225,76185,49.01075,8.36141
898512498,Durlacher Allee,31,76131,49.00742,8.4259
50612527,Kaiserstraße,,76131,49.00932,8.41163
1031198240,Buntestraße,2,76131,49.00729,8.42295
1166860105,Carl-Metz-Straße,7,76185,49.01163,8.35214
1108686996,Kaiserallee,141,76185,49.01126,8.36625
1164975427,Bannwaldallee,48,76185,48.99608,8.37282
1017890524,Brettener Straße,2,76131,49.01738,8.44337
1039104947,Ettlinger-Tor-Platz,1,76133,49.00564,8.40312
1178852473,Kaiserstraße,68,76133,49.00955,8.40478
50610597,Waldhornstraße,2,76131,49.0109,8.40846
800756235,Fritz-Erler-Straße,1,76133,49.00909,8.41027
800765818,Waldstraße,65,76133,49.00868,8.39527
50612493,Moltkestraße,90,76185,49.01521,8.37482
1058540840,Karlstraße,65,76137,49.0017,8.39438
1024643683,Kaiserallee,13,76133,49.0104,8.38366
1039892870,Pfalzstraße,8,76189,49.00519,8.33309
1108712247,Hambacher Straße,40,76187,49.03042,8.36859
1017622258,Kanalweg,52,76149,49.03301,8.39147
1178704437,Rheinstraße,90,76185,49.01414,8.35497
1070464359,Kaiserstraße,183,76133,49.00981,8.39893
800764829,Wilhelmstraße,19,76137,49.00272,8.40562
1112420131,Rüppurrer Straße,102,76137,48.99634,8.41005
1070075892,Honsellstraße,,76185,49.01301,8.35483
1137321230,Kaiserstraße,223,76133,49.01007,8.39313
1058556683,Körnerstraße,54,76135,49.0068,8.37626
1131716905,Burgunderplatz,,76185,49.01543,8.37217
1108686610,Am Stadtgarten,13,76137,48.9956,8.40234
1039893529,Mannheimer Straße,67,76131,49.01898,8.44604
1178852126,Schillerstraße,53,76135,49.00624,8.37814
1178852093,Boeckhstraße,38,76137,49.00019,8.388
800750065,Karl-Friedrich-Straße,6,76133,49.01,8.40398
1039814980,Marienstraße,11,76137,49.00353,8.408
801780822,Schillerstraße,53,76135,49.00618,8.3781
50605400,Sachsenstraße,17,76137,48.99659,8.39138
800753093,Karlstraße,22,76133,49.00749,8.39473
1058556693,Karlstraße,6,76133,49.01151,8.39519
1011027088,Nordbeckenstraße,,76189,49.01709,8.32174
1017890490,Kaiserallee,61,76133,49.01075,8.37612
800757076,Karlstraße,10,76133,49.01118,8.39515
1039243422,Hohleichweg,8,76189,49.00795,8.31776
50610665,Kurzheckweg,,76187,49.01573,8.34773
1039212947,Emil-Frommel-Straße,1,76131,49.01429,8.42972
1098053805,Sophienstraße,59,76133,49.00752,8.38921
1039243155,Georg-Friedrich-Straße,14,76131,49.01031,8.42337
931100877,Wichernstraße,7,76185,49.00884,8.36784
1070067172,Kaiserallee,,76133,49.01086,8.37587
1164824938,Douglasstraße,34,76133,49.00884,8.39332
1141613339,Gottesauer Straße,6,76131,49.00833,8.41715
1108686613,Rüppurrer Straße,22,76137,49.00281,8.41043
1058544162,Kaiserstraße,18,76133,49.00935,8.40978
1131752850,Fettweisstraße,8,76189,49.00913,8.32778
1178851857,Durmersheimer Straße,60,76185,49.00393,8.35558
1039266260,Scheffelstraße,1,76135,49.00999,8.38185
979355722,Kaiserstraße,146,76133,49.01005,8.39469
1193362687,Kapellenstraße,50,76131,49.0073,8.41403
1178851718,Lessingstraße,1,76135,49.00991,8.38556
57565557,Lorenzstraße,19,76135,49.00128,8.38308
50611455,Tiergartenweg,,76137,48.99904,8.40192
1039246688,Gartenstraße,68,76135,49.00437,8.38495
1039880339,Durmersheimer Straße,55,76185,49.00229,8.35454
800749026,Lammstraße,9,76133,49.00832,8.40205
1108686600,Waldstraße,71,76133,49.00778,8.39373
1039210475,Kaiserstraße,117,76133,49.00945,8.40652
1104075826,Ortenbergstraße,8,76135,48.99171,8.37507
50612640,Röntgenstraße,6,76133,49.0116,8.38329
50603047,Haid-und-Neu-Straße,30,76131,49.01326,8.42834
1039243144,Ebertstraße,16,76137,48.99472,8.3939
1132034815,Sophienstraße,180,76185,49.00883,8.37241
1174482052,,,76187,49.03019,8.37599
1108709999,Rheinstraße,43,76185,49.01118,8.36119
1070459496,Kaiserstraße,217,76133,49.01001,8.39462
50609433,Durlacher Allee,,76139,49.00482,8.44626
1024643518,Landauer Straße,10,76185,49.03073,8.367
50605975,Ettlinger Straße,23,76137,49.00012,8.40321
1024126211,Kriegsstraße,236,76135,49.00564,8.37967
1039880702,Schloßbezirk,6,76131,49.0133,8.40265
1017634417,Rheinstraße,95,76185,49.0139,8.35501
1070623427,Rüppurrer Straße,1,76137,49.00482,8.41058
1039814538,Bismarckstraße,10,76133,49.01303,8.39341
1103752739,Borsigstraße,11,76187,49.02103,8.35402
1070067175,Kaiserallee,,76185,49.01114,8.36911
1132034187,Bahnhofstraße,9,76137,49.00046,8.39514
1039243164,Morgenstraße,22,76137,49.00107,8.41312
57552803,Kronenstraße,5,76133,49.01021,8.40773
1039130284,Kaiserstraße,199,76133,49.00987,8.39757
1132034816,Sophienstraße,104,76135,49.00799,8.38242
50604864,Am Schloß Gottesaue,,76131,49.00379,8.42553
1110490890,Karl-Friedrich-Straße,8,76133,49.00915,8.40356
1192311615,Waldhornstraße,22,76131,49.01,8.40963
1110491106,Ebertstraße,38,76137,48.99508,8.38889
1011027086,Junker-und-Ruh-Straße,,76185,48.99925,8.36864
1148922679,Wichernstraße,5,76185,49.00896,8.36783
1039892866,Markgrafenstraße,42,76133,49.00729,8.40607
800752273,Douglasstraße,28,76133,49.00914,8.39336
50605280,Kriegsstraße,90,76133,49.00571,8.40709
801780836,Durlacher Allee,10,76131,49.00865,8.41821
1193944784,Ebertstraße,17,76135,48.9946,8.39298
1070132238,Bahnhofplatz,,76137,48.99442,8.40132
800056131,Ettlinger-Tor-Platz,1,76133,49.00564,8.40332
1005232091,Geschwister-Scholl-Straße,2,76135,48.99454,8.38881
1164824921,Pappelallee,12,76189,48.99728,8.33648
57552921,Hertzstraße,16,76187,49.02187,8.36589
1126267096,Pappelallee,14,76189,48.9972,8.33642
1132504372,Ettlinger-Tor-Platz,1,76133,49.00564,8.40312
1058702274,Lameystraße,,76185,49.01147,8.35723
1132504371,Ettlinger-Tor-Platz,1,76133,49.00564,8.40312
1193011166,Lessingstraße,52,76135,49.00729,8.38489
1104303609,Waldstraße,73,76133,49.0077,8.39359
1023826375,Lauterbergstraße,1,76137,48.99635,8.40483
1024132964,Durmersheimer Straße,149,76189,48.99688,8.34645
1141850940,Kaiserstraße,169,76133,49.00973,8.40044
1104303608,Kaiserstraße,82,76133,49.00966,8.40312
1115829115,Pulverhausstraße,42,76135,48.99049,8.37234
1108687004,Bürgerstraße,9,76133,49.008,8.39588
800762638,Erbprinzenstraße,4,76133,49.00721,8.40265
1039210489,Kaiserstraße,124,76133,49.00992,8.39726
1108687018,Yorckstraße,3,76185,49.01047,8.3746
1193011980,Karlstraße,69,76137,49.00106,8.39417
57540924,Amalienstraße,46,76133,49.00957,8.38989
1108686989,Eichelbergstraße,3,76189,48.99808,8.34989
1039304951,Rintheimer Straße,,76131,49.01114,8.42735
50603754,Gerwigstraße,47,76131,49.00845,8.43009
800851242,,,76131,49.00556,8.4128
1039880445,Werderstraße,45,76137,49.00159,8.40747
1192310576,Waldstraße,,76133,49.0101,8.39778
800757087,Kaiserstraße,207,76133,49.00995,8.39625
800763622,Friedrichsplatz,1,76133,49.00861,8.40064
1017890690,Ortenbergstraße,8,76135,48.99171,8.37507
50593927,Hinterm Hauptbahnhof,,76137,48.99169,8.4009
801780846,Rheinstraße,59,76185,49.01144,8.35947
1108536923,Ritterstraße,5,76133,49.00934,8.40095
1164569884,Kaiserallee,27,76133,49.01055,8.38035
50602849,Ebertstraße,32,76137,48.99503,8.38956
1039266231,Georg-Friedrich-Straße,7,76131,49.0099,8.42351
1164855278,Kaiserstraße,217,76133,49.01001,8.39462
801782355,Brettener Straße,1,76131,49.0174,8.44333
1039266229,Karlstraße,46,76133,49.00511,8.39449
801895532,Haid-und-Neu-Straße,,76131,49.01412,8.4323
1131716828,Ehlersstraße,20,76187,49.03137,8.37228
1193011867,Kaiserstraße,66,76133,49.00954,8.40495
1149443590,Rüppurrer Straße,,76137,49.00566,8.41024
1011027091,Pfannkuchstraße,,76185,49.00945,8.34642
50604402,Herrenstraße,45,76133,49.00673,8.39582
1039878917,Karlstraße,106,76137,48.99896,8.39387
